seq,stddev,N_IN_Conn_P_Src,N_IN_Conn_P_Dst,duration,pkts,bytes,srate,drate,proto,state,label
23715,1.095960914586386,13,93,32.03616585020636,1975,219569,1016.398435813632,8.69044575863831,tcp,INT,dos
38103,0.17920476079503123,36,17,27.683070529530358,896,449986,576.1669415351937,40.197775359977214,tcp,FIN,normal
74461,4.076864889789488,95,76,74.86635473173023,1650,490989,1102.8133148249942,71.14560724480376,tcp,CON,dos
89931,0.3042388411706027,95,58,61.31434663754239,2315,149025,2895.2138199627325,28.653808071238885,udp,FIN,dos
6802,0.4370650537016592,26,98,2.5633282376284448,722,210893,1281.7544412167763,0.3730914778113048,tcp,CON,normal
72268,0.7829221924040671,79,98,15.544851945917388,4725,227779,1714.7985127640115,55.7067435439091,tcp,URP,dos
48137,0.7247292784421824,63,23,97.32534197635968,4870,385794,263.7646442970566,69.19415472179956,tcp,FIN,dos
23626,2.37465333465982,17,71,58.043550925752115,92,33821,4461.056241939732,39.13161823695932,tcp,URP,normal
82874,0.9140828887503352,62,52,17.522679763546904,222,112031,690.891144295776,29.699990132182364,udp,FIN,normal
72593,0.28088343194840787,14,36,55.829642297725194,1900,426098,43584.857785845576,49.06377994805035,tcp,CON,ddos
77053,0.46634395406832896,78,36,30.37863682080536,5720,386724,47436.457594162974,10.123966478836365,udp,FIN,ddos
44262,1.0673131573763086,56,77,26.831751742020135,1025,392171,3860.654132504647,64.39262199905869,tcp,CON,dos
1543,0.23929202322046084,83,84,114.92707544813608,2120,211758,60444.147806177,73.32971487849615,icmp,INT,ddos
21678,1.418794348490243,49,57,43.44358119840206,3850,154245,1914.8431484609061,70.46306771725392,tcp,FIN,dos
46733,1.2511930070245412,16,76,5.572686129576024,890,76149,86985.09763705923,32.86669402063126,tcp,CON,ddos
50344,1.881333209859383,21,34,116.4392303898037,748,476952,2985.1140520342315,84.27106644453434,tcp,CON,normal
39082,4.163801908603408,34,73,95.38095413308417,4775,432203,390.7651054766907,94.68487705736642,tcp,FIN,dos
62857,3.649973094521748,111,33,30.530342374392458,363,71124,1563.5699860127986,29.70742229938319,tcp,CON,reconnaissance
93106,4.380258822615964,52,18,49.06761127281226,3710,90947,122326.06955458711,26.271918728785202,tcp,CON,ddos
88859,0.420991361970224,86,17,103.47488666184081,1660,366607,2416.7276816331646,70.41057597289205,tcp,CON,dos
19066,0.21159433631560412,56,68,42.89026490527358,4605,208310,2121.022929748096,70.82819588650592,tcp,FIN,dos
83461,0.5398990107958811,58,26,68.08891763674985,7080,60146,18742.100360460016,51.041742213891006,tcp,FIN,ddos
88093,3.381909640805057,95,52,64.18328950288385,426,442991,4195.366962308386,92.33200035978415,udp,CON,normal
54694,5.36619360419576,189,77,48.15594454090733,844,47674,666.6260566725473,14.631502453567236,tcp,CON,reconnaissance
26963,2.9419539987648635,27,13,76.74058871574412,2275,346518,525.5082125873197,47.73670912705046,tcp,FIN,dos
28296,0.1748305917501722,108,17,56.79541518548905,695,363400,2195.0578525887363,3.5206871500074177,tcp,CON,reconnaissance
13808,4.418357375185003,81,51,2.5486377703850667,2110,160725,2183.2907321577345,5.265594201811485,tcp,CON,dos
42349,0.8258005546063388,15,58,97.72615853464485,763,299092,4907.346786504175,5.368453413578401,tcp,CON,normal
26433,0.01403085363292244,84,15,13.57958077466356,7360,479383,15943.866987906655,49.17881730857723,tcp,URP,ddos
83286,0.8761532913822615,78,82,55.69132761703271,171,10628,2419.187110645346,58.89645530140759,tcp,CON,normal
91793,0.070746172595051,80,51,69.58851501050873,710,222805,1006.3064359562495,0.3487496512757038,tcp,INT,normal
57855,1.177492182818326,31,81,84.66102099714071,1245,134151,3508.849282185789,63.25464040194374,tcp,CON,dos
40263,0.6199904593390878,68,41,49.29617343801864,1810,234133,48962.38041629842,48.970075213967355,tcp,INT,ddos
37081,0.9620705581898403,56,24,88.26608289517674,475,497386,3242.374600215094,22.38018860616634,tcp,CON,normal
1325,1.4246563372667516,77,91,15.762878816143708,4830,340369,42303.0519254944,1.5100122076510014,tcp,CON,ddos
91268,3.0465611321655004,41,96,78.41381234694522,384,265148,2822.77347857026,15.610319984442834,tcp,FIN,theft
35910,1.6266273480266862,92,78,99.16084497135677,789,439803,2345.737962242071,60.033223559149086,tcp,FIN,normal
89340,0.853871316860894,10,36,106.73338729652731,4040,350663,46797.186271350365,65.88402037399831,tcp,CON,ddos
19871,2.567437317617658,63,75,69.54839994797075,7870,446419,67191.75527151643,64.70612018689108,tcp,CON,ddos
34579,3.54003750466057,55,68,37.548110873806394,161,287321,1919.0550053713516,15.316232010774556,tcp,CON,normal
72125,0.19134096492847574,150,37,19.603618049123458,248,191049,4030.113287044131,91.12143140022266,tcp,CON,reconnaissance
26791,1.1387156744412472,50,33,41.4677047865405,1595,384561,2476.2384775044056,41.095207355365496,tcp,CON,dos
25290,0.5021855930233112,17,60,64.79738480415962,964,263357,4515.646019706449,76.80074218887071,tcp,INT,normal
55130,0.07230689013037128,41,30,23.56043054876327,7000,228542,27852.47307967117,16.648093970490063,udp,CON,ddos
93715,1.6564025090254282,39,40,114.30183616826545,5310,339521,14017.704663440378,47.05687124253418,tcp,CON,ddos
94247,2.979153891135436,55,84,107.65635432932025,756,42766,1904.8987008057074,52.15211773858025,tcp,INT,normal
15486,0.2667223685413908,61,59,3.9558304266568842,113,83152,918.379440976038,77.03552508283322,tcp,URP,normal
44483,2.5102740703400297,98,49,67.43585382584843,9240,194600,49141.44133948319,62.151893499532605,tcp,FIN,ddos
86189,2.880027580805532,70,77,94.71726552080334,790,58703,1037.1339807921427,39.93024891005944,tcp,INT,normal
4749,3.6860617117851886,22,25,29.447789800120905,563,151248,4341.094723234981,28.251464910888068,tcp,CON,normal
86770,0.4624090969804906,98,85,62.868023990896866,3440,400995,70989.14646238238,97.29567507650877,tcp,CON,ddos
9436,3.5143774540756016,49,95,48.719619897243064,1230,491578,62199.914149542295,28.45299933915072,udp,INT,ddos
3710,0.5799563931000059,70,72,23.58635515990495,750,36095,3938.7466958320733,12.947392042578498,udp,CON,normal
30356,1.2055752384923395,53,65,73.76887132771485,1595,86484,651.9220291605743,30.041669071757006,tcp,CON,dos
55772,0.0777414254038151,71,89,119.2430673566443,574,291758,4285.087901130531,32.69363996226795,udp,URP,normal
57800,0.06730948367149389,53,33,43.8351059463331,478,251575,2416.57196062538,12.785950903760057,udp,CON,normal
13117,1.9114492012991042,57,37,66.28592861272777,413,491650,682.2525042998972,70.81451023878498,tcp,FIN,normal
25471,0.8817759409615409,83,94,39.34323393989844,2930,1282,4097.075389497249,61.9165014227892,tcp,CON,dos
42345,0.44416094854769067,68,98,105.23395706768282,1225,135772,2303.929974538219,31.661547748348397,tcp,CON,dos
42919,0.31684747586868695,66,40,103.75245944814276,544,398190,3023.0422522302333,99.30000940299932,tcp,CON,normal
52225,1.6627825464930286,20,24,21.453627780368485,4570,180885,111701.3767091895,65.50110731657644,udp,CON,ddos
39299,0.0006024369985947744,34,51,107.99396495969305,765,378380,4453.469091938855,70.318538670577,tcp,URP,dos
80220,2.4590044405348075,70,59,18.181893818017,656,473091,4464.105175893106,55.71826501038408,tcp,CON,normal
61630,0.12384944382920635,55,95,11.453699715080484,75,421013,2084.645604218863,55.15747405862162,tcp,INT,dos
66041,0.3188426327393307,63,14,78.35250094956812,4430,431024,93701.36120780213,2.0022266578279213,udp,INT,ddos
99519,0.7322181504004281,43,57,46.309106800281526,304,11146,1166.430971635036,77.0906276969037,udp,FIN,normal
99836,0.9949711861741979,93,22,63.68934047483102,3930,280399,4155.901824948808,91.07407591655986,tcp,FIN,dos
28017,0.657746084750324,16,41,78.30884126171368,1225,441166,1708.677359765956,12.226397766388919,tcp,CON,dos
23961,0.5800654965942678,71,76,6.341415697920393,7910,235266,57990.39796390718,79.56304788071562,tcp,FIN,ddos
33592,4.982859089660169,66,88,35.15508757774811,2835,324595,4456.969101804058,53.43070078636016,udp,INT,dos
82849,1.5390733597936008,85,39,55.309296505952275,554,398963,4028.7191839757525,28.530916151627327,udp,INT,normal
67642,0.035567809386525026,14,15,31.99122258930202,899,10024,4762.560774575349,92.08840676943211,tcp,CON,normal
36396,0.8436413656344339,255,34,5.8775171428782285,455,213052,1817.4286018399057,1.7370902073700623,tcp,CON,reconnaissance
22701,3.1192667130804717,44,37,10.402102111153173,359,439522,755.5112397609456,27.405855831799663,udp,INT,normal
34621,0.538136065498661,93,71,96.20994250257927,260,184928,4552.061074348243,88.62498305262113,tcp,CON,dos
20560,0.14899534295319766,46,31,109.36649971879191,11,431949,2465.822620108106,48.10144937078689,udp,CON,theft
93046,2.1306131751137913,69,77,18.268844058351434,823,46083,4447.015015373804,59.89218044943393,tcp,CON,normal
93397,1.3971592151058045,74,24,29.91218561302099,600,96906,3660.3947563071183,74.97679945344363,tcp,CON,theft
61643,1.2670456453523333,25,35,78.27027631832362,2270,398637,109350.67618299069,14.79736162233386,tcp,CON,ddos
76540,0.08259779800455272,117,72,114.51265885931757,114,428225,3273.6492062275056,21.517510385059467,udp,CON,reconnaissance
21733,0.2271049531342907,82,27,35.9514655062834,537,339255,4061.8788314019307,99.86288528542589,tcp,CON,normal
91363,1.461473354625673,51,82,102.62577993469391,6040,365472,15044.199015578832,23.745270625622805,tcp,CON,ddos
30355,0.3494572342491693,210,72,60.723451309400716,972,113745,4841.476616594405,53.92025063523461,tcp,CON,reconnaissance
13844,1.0519809780823912,83,71,114.78708013105457,87,79686,904.9780152868112,29.87072699168283,tcp,CON,normal
71727,1.1807967946930216,86,77,16.351903232720527,593,338709,122.61138921134999,85.14196632193641,tcp,INT,normal
17641,0.5000806005513636,57,57,116.84071411256016,250,70787,2654.083793983928,96.17558287315514,tcp,CON,normal
52529,4.4470818537908166,213,59,52.91799436091313,250,102980,3559.5901228525895,14.129241400409542,tcp,CON,reconnaissance
38414,2.7721529303590193,93,72,114.35265391276099,937,287688,3582.120529409012,60.05734623826423,udp,CON,normal
52639,1.9222179319553323,73,78,55.04336735596525,421,460734,1696.2303024957491,81.15765330043442,tcp,FIN,normal
52737,0.12180510444494846,66,15,63.61032601233525,1050,34814,3769.183798822951,82.30278629979038,tcp,CON,dos
68867,0.16829242478113204,77,67,96.57319639826873,9510,384706,105320.40039647938,44.04476858017485,tcp,CON,ddos
19088,1.018219646817026,55,60,86.71569746022654,5210,489214,76252.44276732272,22.537634182802037,tcp,CON,ddos
41431,0.26280445975224637,37,21,74.35277884675385,3055,479238,1930.0214368997692,38.71399261124427,tcp,CON,dos
24505,5.7432791117649264,86,56,50.038185850723124,2740,255849,3067.9115633726533,75.1152709024255,tcp,URP,dos
7115,0.2588899662455934,12,18,95.0928116495853,570,159349,107779.14446791454,99.37778922806719,tcp,FIN,ddos
78860,1.0025877148029148,46,16,113.78745176638516,63,318295,4502.368757008984,55.42892078800181,tcp,INT,theft
99658,0.6791206120573724,57,38,1.1782978222662772,338,393776,157.67998398477974,19.51244086491224,udp,CON,normal
10976,1.52992247024677,84,87,70.54182372922288,788,473125,612.0805520490397,4.193476677081431,tcp,CON,reconnaissance
11024,0.20723265638115865,92,60,103.91784549647284,725,42842,22.66978823457954,94.36898398976604,tcp,INT,normal
21448,0.8440113138233476,26,93,78.37385136892954,815,222575,2462.2616675808686,48.30332022722792,tcp,CON,normal
90470,0.48176528335277935,91,64,96.09971011074258,2660,45366,2182.0109983085677,71.6592668517714,udp,CON,dos
23960,3.2805605029099425,273,68,107.4074374007744,759,355268,2729.0537287924,66.01810351461427,tcp,CON,reconnaissance
66204,0.06214844628634007,96,65,90.11437095135109,60,239254,85456.63237907965,89.08712841505421,tcp,CON,ddos
29704,3.6753664770806957,49,31,86.04237114637057,585,148743,1828.9821313153193,26.60905725479831,udp,CON,normal
9338,2.6845895530444377,59,27,115.76954221777883,6190,264259,26074.13715224626,44.17200932828623,tcp,INT,ddos
46428,0.5298158202208274,82,67,103.64229526233083,605,460967,1974.1624098904606,91.36208319844648,tcp,CON,theft
61530,2.335913408195449,38,49,97.84552897206328,5110,177956,1128.8525583505793,58.55761917879349,tcp,FIN,ddos
84666,0.04756662583172348,60,98,10.369316853264664,797,403345,4147.2504396102795,7.136163640098204,tcp,CON,normal
31922,5.110772641795478,51,40,28.684346946847004,4610,65357,47967.32815261855,19.448417654301398,tcp,CON,ddos
33308,1.121705848191795,38,65,66.81116616298642,3560,474803,77849.48583523133,23.72150170288433,tcp,FIN,ddos
27356,0.5420597149608112,75,44,85.14750303687266,219,323609,1623.6956399699213,99.37854932786826,udp,CON,normal
4836,0.6754973100443371,78,35,36.38648398116393,367,306028,3074.1004629610215,22.413899005683867,udp,CON,reconnaissance
20160,0.10306939835762705,40,77,11.20028024638568,4445,100934,2702.2229244042073,86.96840716153893,udp,CON,dos
47606,6.813224637018357,61,93,37.33259131864291,561,370096,1042.8757934953221,7.809564994936147,tcp,CON,normal
38089,0.060127063870733716,144,43,92.52373064048172,364,184765,3126.657591820365,18.172069344052254,tcp,INT,reconnaissance
78753,1.5959125348706182,69,85,105.28824611993544,3900,358360,13705.028363469364,87.20552116699986,udp,CON,ddos
55285,0.8770740808929189,60,25,109.54852489767279,1475,454898,2405.481125557089,89.89364767325961,tcp,CON,dos
57044,4.461432320298698,93,51,45.46462263061858,5050,73072,89985.45767851404,17.61962519528012,udp,CON,ddos
35548,0.42354384983031634,25,14,44.70525644464871,288,461781,2745.3587028911156,22.985218419838592,tcp,CON,theft
97008,1.1392087822661254,69,70,48.80548980914395,177,472302,3731.380710165048,53.056733133216014,udp,FIN,reconnaissance
82845,0.98770190194026,99,53,45.097760521104306,299,57097,1365.8856222171203,5.268295210475749,udp,FIN,normal
27533,1.8203603368855419,93,44,79.94392670425765,620,21554,244.18776809954625,94.52841674553606,tcp,FIN,normal
34350,0.10565016426979724,51,10,42.99943313257699,2840,398999,6998.65727860337,36.20767250916826,tcp,CON,ddos
45446,0.3231149181183557,60,52,2.442252049772885,8130,195870,33592.513851959375,48.92879657841518,udp,URP,ddos
5714,0.36227601824573274,33,41,52.68351305794392,5770,429633,50959.867350530985,10.504835512754818,tcp,INT,ddos
56179,2.0099795114795436,91,72,26.89902378936435,8180,108447,67189.30690896002,3.2544634544050988,tcp,INT,ddos
49408,0.31448738758603983,156,42,3.4578277270166105,54,201799,3788.330707560253,46.78169064698942,udp,INT,reconnaissance
70341,1.2781854019695056,82,86,56.501683341134246,819,148789,4198.063456514354,12.166737008576012,udp,INT,normal
50991,0.36357331321496067,28,75,24.71534114923597,811,392669,3468.4355013897357,63.03186882236411,tcp,INT,normal
75673,2.966681290835017,93,39,54.32956503895325,3200,105908,57902.46131794861,79.44813033362209,tcp,CON,ddos
65546,4.275772323801851,70,19,33.330720643247766,479,338177,1322.508630657203,3.1671131722890156,tcp,CON,normal
84792,1.0962516868604446,72,32,72.4454607247817,5420,69306,53476.721103428645,61.222250244106924,tcp,FIN,ddos
58142,0.6515120541554131,35,48,118.90529554748825,7580,439803,34176.33549872428,81.56267507215648,tcp,CON,ddos
23794,0.3999728045863963,44,54,65.66828325347909,3610,122976,3122.3506230935855,43.94279795319738,tcp,CON,dos
56571,0.0765941943625557,76,38,77.62786313121552,221,428984,4091.0524817884893,95.97046638429934,tcp,CON,normal
95085,0.46898724403208136,65,39,110.31317165438641,3410,459232,2590.991899027362,11.119490669227838,tcp,CON,dos
37893,1.59299727171331,49,43,44.880676126593265,934,35907,229.29278934883334,32.29844634517467,tcp,CON,normal
1016,1.1441219200886128,38,61,19.986647425820177,1715,211168,4698.749164719676,23.00750339355706,udp,INT,dos
61814,4.324711458310721,15,90,33.93639115438346,214,192691,1471.4906306106523,99.61911555409748,tcp,INT,normal
27713,0.7569603454509615,61,31,48.33599009080519,1610,447267,4572.560241560231,29.417635420557875,udp,CON,dos
8416,1.7755855245374763,10,14,77.40247673301934,2905,126748,4065.360205804688,38.79267483940141,udp,CON,dos
62293,1.008026232115804,61,20,0.5515589435370939,7460,231855,51642.10635087911,84.76164897089824,tcp,CON,ddos
23834,1.07793201168603,99,95,102.40613238882335,15,117028,283.61316554400906,92.99635079864133,tcp,CON,reconnaissance
4159,0.4674997487359145,43,41,9.132200672006604,9570,456169,118463.1187930898,93.77472293250453,icmp,FIN,ddos
62681,0.910318756014287,48,33,108.07871721507713,480,444762,3295.302430590775,55.81680386490836,udp,INT,reconnaissance
20310,0.9545407452406127,84,20,113.93219311006665,878,90909,1248.3449475486957,66.33022260479675,udp,CON,normal
6971,1.839545027018874,20,20,118.81234519066197,134,394694,2667.727663557405,34.91717267634168,tcp,CON,normal
72475,4.236201999617988,135,26,97.14141261864091,718,210399,3176.889007331905,60.7158729350281,tcp,FIN,reconnaissance
86705,0.5991975910071938,29,41,17.023521257292373,24,102911,1133.3739697907295,30.274806845107094,udp,CON,normal
46541,0.06467517045061708,72,92,84.74033901997913,1885,498380,467.7931451336262,74.60283563593224,udp,CON,dos
20385,1.0286471233369412,89,36,24.39935155169057,2985,460853,1337.4009826187312,30.7210116551903,tcp,INT,dos
18018,1.1794120123266505,72,41,107.6554431418129,142,321333,238.10858104130304,87.94107082420643,tcp,FIN,theft
75881,0.27667873045816993,78,70,37.99339447271571,652,79179,350.02555257327174,14.348388927216282,tcp,CON,theft
8703,2.143581136982233,97,34,39.216190453027856,4390,193881,19575.238974048305,57.18051291484538,tcp,CON,ddos
385,6.292485160417728,39,73,110.11847785648808,1620,222306,792.116012603457,52.06754962749477,tcp,CON,dos
405,4.371912005165884,39,73,1.588715262973763,122,226919,1239.8331295080889,26.37174743942765,tcp,INT,normal
40944,0.32929894062714493,93,37,23.27674421187689,300,413228,4687.152418021426,2.800210917687629,tcp,CON,normal
47927,3.1235275368998323,31,49,50.63245005534804,3410,373760,71978.56330924315,14.853368639693699,tcp,CON,ddos
29190,1.8285973610730302,70,23,84.08688735565585,977,164271,2112.5836491826744,96.79511665478641,udp,INT,normal
12764,0.907282986070383,30,51,77.7082923592022,989,240224,2819.041962928179,94.13045276393707,tcp,INT,normal
18385,1.166786881402492,46,48,80.32975560818272,179,302549,28.657194746204894,11.93007232529515,udp,CON,normal
60101,2.841687046371404,36,11,105.60276338725129,208,54587,4473.745073880691,37.48601988693371,tcp,INT,normal
98143,0.9812790005804976,44,90,14.5245284447785,4890,182807,2661.61247395562,46.51266191305881,udp,URP,dos
9861,0.7007092879173951,47,10,62.65988138455622,166,219406,2258.3081600780038,47.80719307894212,udp,CON,normal
80643,1.019598819751372,207,41,87.05759721460953,41,381392,4708.015536709218,29.881982046554214,udp,INT,reconnaissance
50613,1.2981462239471013,79,92,76.33457703245682,634,375447,3652.0673816101207,91.29528326700685,udp,CON,normal
23575,0.314374470153883,41,73,53.79824607859216,556,136782,1687.1704581274444,90.8490600483377,tcp,CON,normal
23525,3.4675557681015574,89,87,2.054733190073804,750,178847,117019.84478841448,1.8928420535729296,icmp,CON,ddos
69173,1.682147287163343,89,40,7.255211425480509,2400,263622,4260.002925205251,65.00013755174257,tcp,FIN,dos
10917,1.5046896664575604,36,67,14.27384028113354,1740,65230,4772.6731931754275,7.436240846680741,udp,CON,dos
4810,0.15720138535576206,12,91,41.18798711249079,272,209536,481.2100646627637,59.74976621312753,tcp,CON,normal
32202,1.3901706030456227,58,87,14.119296666604958,9940,167101,119410.72296117018,86.68928964017991,tcp,URP,ddos
53331,0.19338844416165968,94,23,51.130451485199934,4730,251988,2714.459906073889,64.95309496235275,udp,INT,dos
13457,0.12295055921186959,39,97,21.437860228278943,9900,25262,84027.70441134546,46.89276149437619,udp,CON,ddos
56398,1.1239760868790307,31,78,93.50016453694721,1660,343189,26531.831863230986,95.78957291715938,tcp,INT,ddos
38766,0.7732184859712059,28,25,104.57864251784916,3810,46412,702.093410110806,74.65985830175399,udp,CON,dos
34817,1.3330508118209141,40,78,46.75831130867313,860,373136,9925.738728256234,24.930937275280364,tcp,CON,ddos
45107,0.14018442629129632,29,63,61.36030050611133,9010,266511,52790.58073535996,38.69369010520175,tcp,CON,ddos
53933,0.8457676181606868,28,22,114.41959549107143,3245,216013,1106.8252131826298,75.9875334039964,udp,CON,dos
17101,0.2881700982628026,33,89,64.2613951340791,845,231082,408.20638120746247,1.9314248116055532,tcp,FIN,reconnaissance
57092,6.525801942631388,49,88,119.40879082799515,5510,321547,119383.38682559661,6.396330254827209,tcp,CON,ddos
21950,1.235397141024797,48,40,17.056577112052864,599,482711,3666.983377103362,85.94231784597667,icmp,CON,normal
70081,1.7444231778371941,243,78,103.46730824518322,155,84615,2589.3207555511635,4.2945989633868535,tcp,INT,reconnaissance
37745,0.5904936829093688,63,30,59.664863117753164,3360,67939,3716.7630792892674,67.85138411991532,tcp,FIN,dos
45544,0.1492978273972318,36,39,2.726670635848929,2880,204852,3057.3297156707704,31.89059570558348,tcp,CON,dos
92194,5.586502733433151,88,32,116.66678074978039,1115,388243,890.2451661420326,82.58917177447093,tcp,FIN,dos
36188,0.5058527656841592,21,47,115.8057829213032,2085,58413,3167.2188764586886,84.73460655306272,udp,CON,dos
7240,0.8269719928064276,87,38,45.99311755110627,1810,129510,3405.0932430908024,95.33391080817285,tcp,CON,dos
14490,1.5741501073866329,80,86,114.4970943882375,1730,310273,1187.4304487036807,9.554955303748269,udp,CON,dos
58018,0.037511088384835065,26,41,16.92201605898325,146,381900,1600.7912219302084,42.28470092293496,tcp,CON,theft
61878,2.493143973798475,99,71,81.61353682434076,7160,212197,47914.12421827054,57.39585899553449,tcp,FIN,ddos
43126,1.1536764044740067,93,54,23.032286497553258,67,380110,3012.77294373722,91.60568795898105,tcp,FIN,normal
49923,0.489046497686045,19,58,29.598421712942983,5170,284586,15853.180737090805,26.651414543310626,tcp,INT,ddos
94075,0.09538123673292079,28,42,93.52071312687545,4870,474411,3717.4162697124757,7.162749072712105,tcp,CON,dos
32050,0.2659981849708337,91,13,45.28359278975083,590,438386,43254.66878474359,20.176462059410106,icmp,CON,ddos
37132,3.3811761691478197,117,27,0.8562932119317129,588,366231,3458.8939212021496,49.55783237551897,tcp,INT,reconnaissance
42945,1.7376591635136878,39,79,49.709196665047145,772,404280,4664.443678178334,68.10510022787905,tcp,CON,normal
73964,0.4313265648285084,34,73,27.369090406634506,3800,118488,4349.386246327601,69.06740213122924,tcp,CON,dos
24286,0.10177722833530743,97,37,81.99990629708138,16,70572,3687.931889296742,7.466330709431346,udp,CON,normal
37627,1.7597547489775476,83,67,23.334649158123312,2935,186353,966.7155855578277,76.14102645624203,tcp,CON,dos
42809,1.2743777523108197,75,99,101.07058115884865,8680,331778,91509.96588601712,66.02394032194333,icmp,CON,ddos
88465,0.7775800160819692,44,65,32.0518943599676,486,120846,3178.9834508895547,40.754318721335224,icmp,CON,theft
53872,0.6779189598550373,60,29,47.16399796570335,4445,364342,3862.756857878198,57.108626842296964,tcp,CON,dos
19199,0.3665781234373498,80,86,35.76512525879096,880,370499,4344.082722799916,76.7740446291493,tcp,CON,dos
19759,1.6612279610087541,80,43,77.27115781377609,322,351811,1557.4444226830656,26.209274800062566,tcp,CON,normal
15255,5.293615734468625,36,96,12.140523783626376,2305,150400,3221.555931693665,94.00335034041159,tcp,CON,dos
44239,0.2898588499940396,19,19,57.37244662441659,1360,492902,34394.08531137018,13.776760494702678,tcp,CON,ddos
1253,1.3636622079073675,52,31,40.13524337099176,4280,439965,43287.251692231286,90.22228117035604,udp,CON,ddos
39765,0.8279534208654453,64,14,106.09667145663448,3945,232045,2603.270656822028,74.08579561211016,tcp,INT,dos
77710,0.8877518185030913,80,53,8.81037781683351,794,115472,2170.873542321547,66.0518619329194,icmp,CON,normal
37442,0.43984068707150037,15,18,99.56357809687763,998,489535,3003.192949291412,8.290799725867803,udp,FIN,normal
92235,2.6156104804196025,15,52,20.12248950311257,9310,215463,94845.78689366215,91.90046075556884,tcp,FIN,ddos
53683,0.9961272303867275,86,13,10.630230613934687,4555,173407,3025.139621019644,29.53303505403946,tcp,FIN,dos
59495,1.1759405428085326,57,51,24.279540651902835,680,386496,4849.005492929385,74.5612206312171,tcp,FIN,normal
81318,0.5452492233176747,86,74,12.319255188435234,5420,283436,92265.65584001548,88.48014126899633,tcp,INT,ddos
65216,0.3009882303550674,11,50,62.518552800306864,3220,343098,123126.51577818146,24.42834934020296,udp,FIN,ddos
78588,0.1347400031882536,92,73,118.58580613494084,3360,437778,92930.73190495066,91.46007708826494,tcp,INT,ddos
6950,1.878270197422487,60,64,4.120247903559137,781,140878,2539.6435693592675,61.194164859402775,tcp,CON,normal
55394,0.3276711711016964,70,99,55.33594078998604,5130,197093,51377.192872304935,65.90317822975011,tcp,INT,ddos
73554,1.757139133619366,28,27,46.3290534226143,171,389033,3678.328384643912,91.45128864442907,tcp,INT,normal
6942,0.7423704554725857,11,25,40.753430103153796,924,422346,3435.65324029212,52.67349219529072,tcp,CON,normal
25935,0.8062031336106298,60,96,39.82430138839287,129,138229,3343.8566419824947,44.06475576155775,tcp,INT,normal
23387,0.9499913718221058,35,55,107.40163578241884,6800,418155,90223.67606866374,63.32317675754883,tcp,FIN,ddos
61887,0.6876071547719396,79,45,2.2781190488582763,418,498563,4360.873349022087,55.402351705850506,tcp,CON,normal
75746,0.15907442492102625,87,99,92.99019156922922,397,30468,1138.8787616730076,6.147571244732831,udp,CON,reconnaissance
83252,0.555795322526694,32,75,30.352728523534196,305,352419,2824.5171549996985,18.049204693151587,tcp,CON,dos
94457,1.6347807573004407,63,53,45.99607800259816,1170,138630,75413.64020044447,1.356647892301377,udp,INT,ddos
53414,1.643953484504535,24,14,50.41856939191647,8340,385447,36608.87258353625,10.816283949808469,tcp,CON,ddos
56801,0.5057797826972016,15,38,36.56850575709513,6350,204201,123493.73197151294,72.98496597775842,tcp,INT,ddos
97240,0.924564309999532,44,13,11.227969861385906,7720,128141,98192.7756984866,0.4711161805349362,tcp,CON,ddos
42319,0.3224789253275158,252,95,13.720587528683344,473,489338,1606.3983859166776,30.44055146077669,tcp,CON,reconnaissance
70174,0.35429015062444813,17,58,35.77643675879323,738,348786,1792.2359349048475,44.932140437860504,udp,FIN,normal
70391,0.03497523755550383,66,81,98.61726453741719,397,117595,3591.3189183857494,93.78122490987916,tcp,CON,normal
52330,3.4058529491432443,59,94,16.156183706836636,4020,136999,57.565958124563906,32.700701778991615,udp,FIN,dos
43089,0.35492586988408636,174,17,89.11703733767854,864,477919,2320.2552843386215,78.31307631083072,tcp,URP,reconnaissance
39812,0.38725068721690525,97,61,34.66507866178509,4785,12200,1715.620549413921,40.87655795525951,udp,CON,dos
55480,0.4919259815435948,30,78,106.01590874851603,698,320656,4270.029439564476,9.849138008141345,tcp,FIN,normal
85393,0.20443090275310888,135,30,51.3999887196015,597,267542,3956.495422753569,9.88437479969292,tcp,CON,reconnaissance
87370,1.5294086912704543,80,36,20.60762587237177,1090,338347,1660.5514239097627,43.243381998251785,tcp,CON,dos
19964,0.1171741460829478,78,47,118.30134816881112,655,411557,4323.998407796089,5.788313151618074,udp,CON,normal
55124,0.21615621958188092,67,14,21.19696567307016,477,168720,4568.008670337035,57.16192412612946,tcp,FIN,normal
92706,1.5524286704863925,72,94,68.1148109280511,3010,279302,2762.338999786391,49.36497353668783,tcp,INT,dos
73478,0.6225020470969291,25,70,68.314808085058,853,461684,796.2690895900989,70.25351856961784,tcp,CON,normal
14389,1.8462342254903912,15,17,44.7382413278824,2680,169831,96291.58453582638,18.56215294098289,tcp,CON,ddos
5570,1.222717140678174,87,95,114.17867961730317,76,144685,1596.7892657144755,59.29292537268355,tcp,INT,normal
69837,0.4436140544550087,61,27,101.26510361484539,690,359645,65911.35555150016,17.452247634545405,tcp,CON,ddos
36587,1.5782857495696536,11,13,99.57851748102821,445,279790,228.03876377088787,72.22337134726492,tcp,CON,normal
12016,0.18541178605473346,98,13,116.89825809960192,2980,448512,62512.55260108238,30.715865824970646,tcp,INT,ddos
