flow_duration,total_fwd_packets,total_bwd_packets,fwd_pkt_len_max,fwd_pkt_len_min,bwd_pkt_len_max,bwd_pkt_len_min,flow_bytes_s,flow_pkts_s,flow_iat_mean,flow_iat_std,active_mean,idle_mean,label
5123030,350,482,918,41,757,24,132983.18442481992,7301.553881119813,31793.538271937883,6185.981758685548,95381.27746155574,2848.6902748260377,normal
8593323,880,133,1662,7,1177,1,611190.8211924004,81846.33268053364,19839.56445066229,1701.7822741505229,17656.87880812896,362257.1854232871,ddos
9913941,483,195,908,48,918,22,683529.8039635364,9308.229324344617,31013.458513070684,6919.694280834734,99954.4490526162,480959.4047485686,dos
6691509,407,465,1903,35,1119,50,697968.2632449585,8718.422802304194,11740.340422131814,11706.497385078077,70300.48704990408,107743.16505916814,normal
838103,138,389,745,39,574,16,175277.25877071533,8463.527402616042,2740.824710704447,3655.8574853107075,97194.6260375507,80351.15293543383,portscan
3433482,51,281,1794,57,705,56,305843.80711465975,8818.08436424029,3266.0093974507417,16673.252901051503,60599.20749456558,357270.9412908025,normal
8670278,403,100,166,1,1958,24,199052.9035646985,4532.438547741665,6129.05089521242,14707.21736932465,15400.698707099658,920783.4120072164,portscan
3395149,408,474,1736,22,833,11,601334.231177981,78824.20423703709,42041.3413989378,11171.711085403613,34807.71616743255,400445.764246525,ddos
66250,476,424,1547,39,1382,26,567081.4353418765,4240.183611304566,18928.714641060764,14749.887262514567,5299.840638369357,756718.1779069676,normal
7951732,87,74,449,29,813,19,503313.43709490827,7400.696191668471,10441.826826278833,6333.316674671956,15145.014150931313,598058.384628924,normal
7429745,68,293,867,24,398,8,296056.5585506812,5919.312116661428,41198.24161132705,4002.695112379455,99840.17650566496,887416.4923510914,dos
6081787,84,207,1483,6,1807,22,237052.92679713186,697.0712794099406,32209.880247152807,16845.474694331948,91583.96186071703,333461.5726135278,dos
8948431,467,82,217,27,1399,35,890407.8322560717,1366.088484336035,44677.5474969102,16375.872565091235,90181.11023442673,133120.43281503883,normal
2547600,42,426,1016,40,601,27,48853.95659287783,1923.3252112537405,64.424047888116,14719.076714172128,203.4314520475533,136868.32153189654,portscan
9388262,219,436,1330,49,327,49,656398.3788884657,6705.571308649732,20063.81109749739,5126.169020360314,45054.37812581705,188232.7902675297,normal
4193160,456,142,584,58,1295,47,19576.981030278606,16472.10162746787,45048.89374757001,6873.155361992669,78201.423065074,808721.8399568504,ddos
134155,1808,473,388,16,1620,28,193838.1276763015,81123.65016716061,33772.39280720471,7611.498369798415,22661.199148449796,571220.6858731206,ddos
9064730,196,55,1283,31,1318,52,289483.46886294964,8408.365684435012,23448.618924539292,3684.7338436041377,42007.61994525368,545664.7973900922,dos
9198650,1984,360,821,0,394,55,886485.9692612422,142127.25723202652,20733.295444898857,15200.758301515283,20491.401818132203,123008.53772431031,ddos
9085066,166,439,1330,26,1495,41,137734.93357267065,4282.378752447609,44759.07225837131,3693.9302456053747,69267.40818851789,177669.44949056517,normal
1841748,496,286,719,43,547,57,937806.5554147284,80015.13616123,41591.43703425125,4435.014149334948,70402.90088171232,205276.79877333093,ddos
7132608,263,210,1438,35,1041,53,815456.3042355975,8315.297179030678,125.09323093848506,963.4795484667746,28272.027131972365,752705.9618224713,portscan
6437945,112,440,1015,48,918,31,679046.4241167917,9357.424313782456,6063.291971600636,13266.985998011089,47729.25361225071,695565.6514828337,normal
3828533,253,178,537,6,76,11,411746.14620076923,3898.6752534368984,25620.64268675585,18579.971985122862,45170.707900240326,583530.2352013425,dos
2735364,199,407,1838,55,1072,29,905256.8771231122,3530.6698776839535,5740.66383435088,9675.289374131884,77797.91165982293,101734.54061068431,normal
4448848,178,57,794,2,1521,59,527955.0298088507,4508.501337498742,13745.454577857261,17955.925174807784,67517.23298872745,154133.0986128142,normal
7152847,436,72,580,29,1449,10,371207.5279398074,2538.1218203842573,41747.08637343156,16820.00095804878,6822.135974593413,257289.04504100382,bot
4137370,26,214,1907,0,1894,36,585623.9900646082,8596.65709874026,19313.101972096654,15894.032944365325,15106.472358979572,830867.598614255,dos
4318022,410,387,1755,50,1771,19,232267.64937363664,3182.0454572787903,4510.243886295125,3352.806609383716,83996.59995972656,722307.5259022235,portscan
8848005,246,265,79,33,1579,10,272878.17721902207,4494.628207953514,8717.808682011002,7546.390707522792,96555.33662294432,914800.3297469863,normal
7465473,152,446,564,37,1017,47,919314.5080114092,47995.510136130695,30119.678443180295,13276.78176940192,63638.21518837993,34071.36045550474,ddos
1020254,265,72,1036,42,1644,46,793926.8415279348,1189.2986295919923,6024.304418321315,6887.128862164837,36477.05356322262,821243.8335223213,dos
8071024,2536,466,322,54,128,37,513500.729171112,90997.69849468957,31514.767368756085,14217.823104539413,22108.22670806546,24023.058711327816,ddos
6843632,20,270,1287,56,518,44,416567.391231773,5876.14661289098,37339.324637656704,5745.815983150746,74355.88562273429,665469.902885383,normal
4945269,848,498,1727,52,303,15,807569.9390082244,44236.0791602014,43681.70948127035,7852.311708831814,63839.88786514332,649919.3890976981,ddos
6733315,237,353,1250,35,1135,58,570636.3333589932,314.0785505868089,29126.569835546652,14630.227068875283,90889.84622087414,267930.1886261608,normal
8195910,306,233,1418,32,724,34,415033.7335560112,9367.472841765477,16604.40310850959,2357.68485106981,90313.19629508672,748858.6684423593,normal
7904394,464,318,302,42,911,49,515448.7919957272,3555.5368377217874,8517.064039373787,15735.622710047659,30718.43113098972,422285.22570226324,portscan
7185297,246,18,497,15,815,0,232709.24386298587,5387.593571841486,29835.247421093518,14251.454387905096,80291.92580465165,633380.5535652206,normal
8171648,81,112,1065,61,973,24,201969.88270385007,1437.5729309742417,17913.29875079325,8992.569507665206,25359.538352851985,630234.5213460682,normal
6714401,1200,62,578,37,1962,48,989090.7790159228,37676.33411929808,16133.741963035498,8750.508055384773,78199.19403080846,881519.4651198016,ddos
9258831,397,371,368,10,818,26,969591.8211530502,4352.5842073585145,16037.501770676567,18133.286844844566,16810.62632405621,674154.407477074,normal
7969793,396,183,1532,7,362,51,420827.10900699283,5622.487607721893,565.321774663273,14325.453321643172,34770.38149966329,670635.8572608817,portscan
1859682,80,276,1987,51,1089,31,515261.5318197965,128102.344125136,5075.705439229438,12403.312964724715,8594.356193745378,596443.0763511371,ddos
7744164,321,161,689,0,1054,5,827194.1377821488,2904.2035633834644,4494.4617736148475,17283.563614161667,29577.451578851265,100159.97911063656,normal
2129985,1792,242,277,13,1318,40,725835.6550834964,130767.30785640144,15616.276582808361,6632.254225776184,31815.49839484943,301009.6374417827,ddos
4720742,414,144,674,29,1800,35,99549.23349953859,4584.4928886339,23704.094622333196,5733.992107282888,66867.71564658382,459407.95981540263,dos
549339,2112,145,1090,20,808,38,374611.054281206,64902.38122749825,7387.524621028857,4196.203795546622,71525.50392664204,250322.28818592185,ddos
8945409,1192,80,1070,57,1342,22,250151.24323143868,59463.136030104004,41399.28390182886,10404.644715673805,58803.72463337845,165577.83415365225,ddos
5408853,278,321,1070,20,1037,28,992630.1916794862,8861.792750446206,3290.163258919011,19761.92360113652,77008.24982110811,511696.81177752314,normal
3047669,2192,434,1440,33,569,29,748701.5884320878,37653.69725315011,47266.12993770041,18569.15890464448,45157.27203056236,835169.2039075,ddos
9659172,194,320,1994,37,969,21,47765.209149763454,8573.655985183095,3730.9574086684875,9106.095040641098,62791.400834959946,634084.8700205764,dos
785432,432,42,164,25,1879,56,900037.9665991364,891.1259655429552,8946.872680073093,2226.7825635142135,35925.84071282409,694669.7996048273,portscan
9156658,172,312,606,40,1265,10,927958.3797989722,9553.284835571561,13042.804072812078,17491.827210139345,52132.78750824682,141445.8100057122,normal
8555180,265,393,1742,13,352,25,333268.97628669493,5030.207256898769,49337.47062740177,18452.070064650223,14106.421417700943,797531.7141379709,dos
397810,451,292,541,53,1271,22,641977.7618913781,9989.052158396116,26071.178043571053,3427.3267885722003,61098.942360498484,110997.0916293188,dos
6503316,310,175,1164,39,609,2,682038.9923383241,6079.378607628193,925.2010252903945,17669.16190835996,20494.40606439322,282034.7898958617,dos
4317148,208,375,820,57,467,47,729547.6215939018,17641.634344640857,14140.624822274567,8925.614705516055,46086.556554233415,876948.4638613372,ddos
3188829,3752,68,1505,34,1983,5,693507.2730841915,9135.161644190437,47008.768484702865,233.27689109021722,66545.14371013784,921797.0063539719,ddos
4786056,2800,55,1720,41,923,6,559718.0084049389,29014.03579899701,14990.294272021036,18862.5084343609,42783.816661480036,87687.14537522427,ddos
5105824,3808,118,401,17,387,43,953843.9105578957,63173.20729996443,17986.817326067714,856.0615953821982,22315.56235777641,162120.43534087684,ddos
5025864,2848,203,795,19,1697,38,512374.1721276796,112078.82632227939,2216.968877641043,692.1639151141412,66619.5075224988,358418.2122816899,ddos
7996298,208,419,692,59,1923,60,110913.22822679694,108.7181970882409,12670.28777655977,19269.560698247555,85253.33584443545,716465.0969472905,ddos
910875,272,414,1946,8,758,53,80425.48317316278,38603.13070199375,12973.414503786787,4291.7315855927,50039.95521880069,149072.88729995693,ddos
5954978,264,54,1461,40,1861,50,18376.619228838932,5875.74076021873,35801.531623217605,11112.60705508005,55764.87049511838,154732.65024260298,dos
5928097,138,37,346,50,441,21,427923.3868642691,2978.90384389493,25293.35622825457,18853.993137517464,39086.596911350236,545454.038039182,normal
559024,304,242,1434,59,1365,47,273236.2650820833,3569.500739575862,8058.773960046965,18800.188757357424,58319.715555877636,590157.1513402697,dos
3881285,183,200,1340,44,515,49,895218.915346694,3007.705652943018,39782.01363091027,3482.3117224439625,49530.48920826912,87952.29713478769,bot
5005098,363,235,649,32,1841,62,867147.8586335223,9531.833874106447,30579.822306692025,10270.915874523418,74657.75881973965,405082.0845767408,normal
5166750,242,473,1866,48,1796,41,837842.5021593953,658.4251839579234,2686.056131204671,139.06915113141017,24026.186249343195,732227.7022099581,portscan
5693175,432,14,1818,3,842,60,867278.1173993731,136126.825071914,11196.944358562385,1807.6597818331618,48621.959146501904,341568.05203586014,ddos
8110016,462,143,103,3,44,32,297605.67946440855,3232.459429330985,9249.230862758664,18962.97089626356,31622.796541937103,242203.10797668155,portscan
5193378,1344,76,165,58,1442,39,426117.5442296774,36983.12649726919,31856.443045475527,8303.218311263663,9442.3326512584,114342.97445278674,ddos
431513,119,472,1214,47,722,2,311738.0592758322,8832.69701908125,40372.763082160505,3003.802272525311,38650.21456830725,464659.14800847915,dos
9741272,1144,477,1377,59,755,29,86081.0531228512,43063.7332910658,11283.616494362446,12628.095597378493,95316.0819570559,940100.7875134384,ddos
4165200,81,308,443,15,202,47,924046.2935182668,9874.836346607604,29440.914636666497,3466.6003903625888,46048.86455160417,614055.6376143005,dos
863661,245,439,1352,46,1738,23,615926.2657416345,5480.9223692773085,2683.9444181275485,19602.84108759329,54562.26492199747,66550.67521206437,dos
302286,402,262,1569,25,1908,2,132552.3999374898,4763.7720900892455,5948.014085388722,13416.984804331683,74223.73471357288,258400.72937680525,portscan
3207493,352,184,680,5,538,1,206058.95665382844,9764.873227445949,10187.092974790425,7373.553074732091,98479.75811975362,740709.83568215,normal
5489564,358,54,1924,36,385,43,450752.62751805,2267.746006866501,6691.589763369193,7623.009328283117,41177.498362644146,756804.6243832136,portscan
7457085,407,307,782,21,1973,39,51894.07794889689,9089.702393977717,46599.000490060265,18338.675773444695,51767.543989614096,375752.5057489566,normal
6767628,62,3,588,41,629,18,271991.78122802847,5915.286892251182,22940.90000961771,17900.510468345285,96851.25068974364,66964.9636193006,dos
1026653,368,298,366,38,967,62,703446.3876712068,113245.52419226323,15276.76238415887,18999.63486272936,42878.38943771271,536864.5595520004,ddos
9623910,87,39,1345,6,737,23,920406.4820297724,5820.384773051317,6172.127556129156,9072.9560655131,79033.13999014196,732549.8495609652,normal
8533979,99,229,1965,41,359,49,928731.4157513528,6186.52277779908,33532.88032046889,17014.991933491765,44383.400453364964,331792.8403990251,normal
3743897,2360,376,366,29,1491,19,520029.0834508997,23239.47715217525,29213.046533447887,9696.702762378212,22764.020120607398,788668.454152977,ddos
1514642,399,285,427,9,982,56,312155.254844121,1516.711131905791,27233.089111085832,12659.38854582385,93632.89682312893,329370.98120658105,normal
6357818,53,137,152,56,1998,46,920745.6551240368,3971.630322814357,9359.78871807738,10148.156139383136,71205.40061219738,168872.09403207438,portscan
4180756,472,477,1725,14,1967,48,786634.9062012645,3463.957764479518,48907.984296224815,12164.493137110152,86353.71756672059,798899.7891423819,normal
8465606,1536,102,633,5,204,49,587111.9159042629,106809.49910304084,35852.01969738367,10189.42122888386,11608.645633354286,133664.64636183938,ddos
6846292,447,6,1007,23,1270,30,834552.9014479712,7227.631505585271,9807.509594515604,3096.839366214519,70490.44607316719,244278.81446639608,normal
8677024,3808,163,125,1,990,49,458830.3688475781,84569.46027336066,47338.70333254697,2167.7119285088907,64040.4311670543,853396.6480039012,ddos
7347789,80,418,190,39,1072,40,112194.83470162706,4020.151815959333,17252.883808347386,18821.89889868835,48397.21861982445,522880.9705471504,normal
1829653,16,471,659,56,365,57,938238.1195700536,6768.128196275451,793.3910258100132,10194.677418280344,14209.60633651418,154216.19040734036,portscan
3041441,360,422,1293,51,252,30,534007.0770353297,6873.486755543904,12061.828610979477,18837.067741976083,41477.99338305785,615629.583830957,normal
1039604,3896,419,1587,14,77,36,695290.5523144532,121365.57811697913,41520.51817378617,13716.331382480697,61768.67645738417,585946.4332585477,ddos
6666555,326,364,1771,52,768,42,392292.2928817932,8117.320831540484,10196.202714393796,1779.4636814045073,67747.24144834805,551256.9992524453,normal
7663689,194,275,281,20,631,28,135741.5223424694,695.7646746791053,19759.419095145702,4031.245535734391,11698.107620059118,340546.59336691274,normal
7918448,141,48,1885,17,986,3,271881.79494902375,3740.57624567316,13682.568404596337,15354.7889296981,44382.499440611326,406665.8978600779,normal
4988123,108,95,513,4,416,57,43672.6295660077,4199.349970985605,2400.40123923277,3556.38374182605,42551.84848404706,760928.9583252043,normal
7635936,2424,58,1287,24,1058,9,87579.60190845316,127038.98710846927,28090.339071947663,154.4669953965805,78624.44983836822,926269.0343566515,ddos
7809106,265,230,1494,35,1461,62,204919.11232821835,5018.127687872643,6288.312656534659,2235.3468925021857,4120.868736318406,577958.7219665687,portscan
1675943,447,176,922,9,311,35,561011.1310257508,4888.108675615796,39559.44982234061,9534.824920228984,78548.94091792419,932435.1075843584,normal
8423409,290,89,1840,50,1166,54,992884.7369796996,5537.767111446009,20738.878958282356,3265.244586859435,78352.37389091837,175812.7102287621,normal
3229128,209,281,309,45,196,34,843723.3091504496,1272.2284267954544,7075.110839111657,900.305706957465,69709.35113447925,290068.5683898937,normal
7057093,475,35,1306,22,996,56,85867.05309304188,5653.0094095427075,32611.268375869407,14871.858727628503,89975.35449438423,835908.6184295604,dos
1721710,413,170,1892,23,259,47,842343.6716624867,5515.517307208609,44504.35916250297,19442.26731734422,46516.869868695954,963225.6199320469,normal
2339867,165,125,1888,44,1389,20,536311.3081462401,7544.279111271621,5999.870020704679,19569.65912673822,9609.043064811684,890428.7082331055,dos
2614335,3416,482,1357,60,595,42,660323.4674133116,95123.52779347726,9139.019232143353,17999.674595597153,33150.02795215131,491413.8727301661,ddos
491136,2736,298,104,9,1215,40,129765.72009566378,143254.57250881483,16466.613864425744,383.7037804580734,61124.937830828654,810849.6470153243,ddos
8716012,2968,354,1458,53,1510,0,395440.22710632655,12016.585548345998,32518.320215266493,4802.163605890481,32289.57233765547,201134.5924989114,ddos
6047014,320,203,1372,5,533,41,884121.7148709887,7716.538616742742,5239.075991334445,2753.867290605745,63294.757046963125,317286.5506237579,portscan
2710341,152,288,64,12,23,11,425365.62904347264,7515.048703521312,35621.30185929968,12804.20374622628,4362.314533644096,998567.2238436089,normal
1143053,455,355,834,20,942,61,127113.47759232072,2693.522395428527,1576.5692063837284,16991.592654178767,7034.202344042495,178630.36619838935,dos
3961452,290,461,352,31,1098,23,311075.2855993194,6985.53284693532,40524.78416197339,11438.041152286334,1051.5917546160215,242582.10651380054,normal
3978802,432,96,484,42,1901,1,221519.72036791168,6593.246545839373,49374.25172216359,6933.450285871981,97595.88548489373,722834.0517123216,normal
8169084,268,237,219,53,1669,46,686897.0400946445,2987.1287750585852,2342.757679061301,18238.14470352127,26164.245124863482,669082.1205762323,dos
327016,1208,172,1244,56,922,61,911027.76438441,108567.78990694047,24775.819517368604,10103.664040485992,79555.33135055409,718055.296135729,ddos
3597806,1656,300,348,14,1417,55,733489.9580339073,139597.95539036265,36998.31179675071,3493.7024080263513,88684.438677893,950108.7038730269,ddos
4506654,255,87,1723,1,678,19,843619.9844925657,3052.2595165444072,23825.204937398445,10667.447897404332,15760.932068263612,119770.31755249634,dos
605509,353,398,259,57,1481,15,805817.6627498902,9800.828282988581,29651.059299481116,362.6109172602865,19912.173012211653,577856.1441879609,dos
9462843,377,350,1927,58,109,33,14604.30307895455,2242.9455019182656,46047.13848563719,770.2753986265054,38235.94234232651,257104.27880006746,normal
6849586,141,16,817,14,89,12,124370.2016939936,1346.5036373402727,26996.780966840583,12551.874454863637,50406.33790686035,394266.7854407866,dos
5050505,343,139,721,50,36,17,423379.08623311936,770.5957779316561,11837.376978842609,14465.376289142683,53474.22986539961,324250.8844149139,normal
8337835,2864,253,602,16,821,28,112089.66458407776,32053.6828959115,36933.95573757873,2766.415567152469,38568.38497200438,930702.0432339722,ddos
1725790,768,277,676,19,992,53,734934.7651914177,51377.72894427272,18777.709631038277,10668.321716043547,58622.79901029291,946356.669198567,ddos
3280872,429,150,1402,49,1586,50,70187.43152911222,7331.622012488565,14262.90276215296,15452.632766674113,73608.50717138548,498222.85874596564,normal
8197395,2960,345,1944,5,571,42,416241.87702220405,10803.03876153774,12427.787767729129,17646.765067586537,70012.25639165405,728801.9555400969,ddos
5809141,1816,333,740,14,583,13,392289.2106133287,76090.51334799435,3977.3868758530803,9480.424478685043,3020.802349239293,211455.7560553273,ddos
5087368,193,139,379,60,1663,29,543445.6565037243,5187.474930804246,46646.03792337385,2443.294508742073,59329.64244665797,337993.1684823091,normal
6155679,2424,113,1421,62,306,57,629377.4387772888,34192.61351072903,28172.244201388323,1383.7985699445699,71262.5202480662,658223.5860377783,ddos
403219,314,67,404,16,61,34,946956.3702738627,454.66204331232376,47755.47969772213,17131.661233121133,20067.274780209056,672477.1289919377,normal
8212520,3944,365,1763,55,304,8,271184.7989849292,33769.01563429173,43090.82316025615,1552.5162238287903,60361.97781690794,908963.233291105,ddos
402832,3112,178,1508,25,178,63,665984.4886185363,34559.58158464537,1521.1215676175054,16355.945075253032,11082.590104121537,754455.6613718151,ddos
506179,377,124,1265,21,539,36,35084.78972443208,6880.268724961355,12371.78970397866,8737.730904170561,66494.88117574035,842675.0285463313,normal
1950113,461,396,818,8,1775,45,1007.0013871287254,2337.871209165065,15774.90821267135,8728.743274469549,62040.77789730028,823369.3418409245,normal
1132758,118,312,1718,63,931,38,25358.211076852767,3402.7079012117206,4899.238450146971,10371.792965521323,24095.866322512993,271286.150799124,portscan
1985309,5,310,384,11,1767,11,448911.7536539127,474.3948673771673,35809.26849641763,2715.6610377581947,87532.60859289837,813637.4971626075,normal
4322726,3552,337,91,21,1688,20,555013.1514683308,93592.4633758766,34041.61310313089,14850.88980430289,80658.10471753475,206341.5347463895,ddos
657051,352,362,1283,57,931,17,6211.6465617033655,4741.490145942247,49363.72433786947,6000.080632735272,73900.66985181595,12601.855380328208,normal
8400011,1944,411,523,22,844,10,396411.5404429772,51746.403066801766,46166.8968091472,11955.579638494193,45955.720129470326,615778.9056659975,ddos
9598917,21,357,1457,36,1467,26,40856.68756352956,7028.833159732929,9321.473259714183,106.67907808762145,22689.228950687248,364375.6085816472,dos
3479691,152,232,146,13,1542,23,653283.9332321568,6821.250773108406,8598.951592431877,5630.362528695945,78217.9840873815,670009.892067543,portscan
5204016,1024,427,1530,23,1600,40,631232.0316639482,49187.08156978508,42148.33375997629,809.5815064653156,21454.8866814645,222299.07397243642,ddos
6027088,124,146,1640,7,1992,42,784183.9881168499,7094.1055712097905,28744.17178741202,6272.2067188647725,48693.54318583648,250527.05666068953,normal
7426363,146,429,1570,25,1658,49,546260.8686012991,3482.164276056701,16912.657708237835,2523.7240531080097,37869.60085323815,899554.6300455355,normal
2366710,277,110,1291,31,1059,33,622949.8283114139,2220.0705435835257,10438.753586158778,1400.8642841528008,20199.936992962663,664802.9472381979,normal
4180403,2480,362,501,56,749,19,279419.2931675538,107974.897965145,10630.743352361993,16959.549782995957,61463.24457695754,89218.91811305693,ddos
9456907,3152,357,1355,27,1501,12,85453.81815700314,109204.26823817966,16897.93044154938,7298.013673411417,98207.0142357659,350343.035704338,ddos
4684446,152,237,1487,31,1096,46,737306.1619762788,8657.682807588943,25202.285892005813,16506.719845940937,47627.53021528641,650254.5246484011,normal
458398,360,2,302,21,1053,7,611863.3333725508,5009.492419280246,29195.20584232518,17853.219131395952,49953.20510950755,716514.8990206694,dos
1047443,111,210,1045,48,738,36,938331.8313487844,2323.8664883586453,16258.753513061574,10121.052048659332,37273.668771054516,497028.9654092458,dos
5719820,469,403,93,8,1326,4,989225.8416772482,8368.987010461728,17835.390920772614,11356.65178210265,22828.169114172615,251950.55793039544,normal
8493936,473,24,1107,2,1370,6,847284.0486413036,1746.7519986661557,685.8332750268672,12931.172489392115,28257.42708042336,669117.6506429106,normal
4620750,116,330,792,24,796,63,985621.8595917725,9386.142014519059,115.95453274495011,12894.173893172958,87582.15217370326,83919.25461925654,normal
1755792,188,183,366,38,1534,43,647446.2966979533,3066.604645836617,45360.05086056403,10603.514457401592,94812.09374207741,792090.0112637922,normal
9272764,57,464,343,61,1540,51,91949.1614513649,187.7277940680159,710.5461440819299,11886.991044545572,82623.41024079167,755826.1122424492,normal
1730328,2008,60,258,11,1088,11,89832.53916563794,28016.168111778607,1665.7398092697808,8822.044435243806,2644.564594386234,287688.0382177198,ddos
1946893,384,122,1440,28,746,40,807119.7741858128,4147.976902490322,10289.709043519766,18322.88884719483,60779.83981066061,60743.31841990044,dos
1569223,407,496,356,2,626,3,236860.43589517914,551.9875187318167,37172.49034052179,14426.038424741566,54927.245446816196,89322.23068092848,dos
6115618,1200,54,360,40,452,39,60988.20719894848,61429.03235359532,33949.2315439068,6298.430193601296,77476.45066689882,426630.1953847791,ddos
7394079,3616,162,1322,45,830,18,472274.6047349056,30433.50803526746,32362.382008780118,6700.518850286554,78055.97984405851,183642.22065603352,ddos
8437582,162,461,1396,22,757,53,314645.85575291124,189.64142319474198,28751.90862491976,9104.544153640623,43811.15066364147,436492.6737727325,normal
1622672,120,186,965,22,860,0,588149.1484246858,2990.1348764607906,10092.932853504268,633.1119497795878,28753.115578245004,57140.93464987924,dos
3220381,560,38,911,54,1975,54,600151.0342465612,33946.843734456015,19902.707683248056,19827.611428888104,9730.330167778533,443019.372731686,ddos
2689884,412,184,1506,17,1552,42,681501.0011790831,4197.655292731235,23910.220211885782,9356.849629817914,61132.21267509642,902706.0160199555,normal
8175702,351,82,481,10,1918,54,576442.3234058117,7590.177328561629,29126.3160039651,15501.20165161654,27360.732564790967,678282.5882107452,normal
709762,99,194,1756,35,818,12,380918.0470132327,5097.804522480495,9929.481186521496,3163.6857239828673,96463.8986859711,64816.873428564795,dos
6863482,167,33,1336,25,1392,49,23666.69934659882,7680.675847641284,36454.39289718815,12184.226212340935,4674.805373407287,84344.91795399746,normal
5321229,298,112,817,7,1060,52,905088.4681235421,3366.8585671389146,15452.641268450487,7634.155180767304,96429.02696023352,507694.8589290161,dos
8859160,151,424,752,27,1879,51,326921.72982014134,131.9446145282211,33014.60125714171,17798.53095086712,49575.07561570164,263660.78046528593,dos
5672705,326,405,1450,17,1907,41,507150.5750108568,9221.739175838353,25704.01842158483,18650.777701798448,60658.913911101154,441640.94701941736,normal
2592770,464,229,181,12,380,44,556937.5856672799,3147.21359432678,29614.80089060805,12496.341779960438,58353.55659703117,768073.4555880814,bot
4810933,2,282,1546,35,1242,24,314852.9347393828,5268.8236863514985,4132.657765654599,1218.7402355734346,75270.74332958499,393281.1509192552,portscan
6703559,152,404,467,41,648,43,308480.95639517915,4692.200049630398,22259.002036320813,9332.169226510627,9090.359008240712,300515.30441343243,normal
6417765,401,424,1738,39,245,44,260861.52319100066,5830.8925130106845,43410.701209631436,338.5925633457387,88785.20950725513,895315.3986466975,normal
442161,365,286,1498,62,1573,33,243353.34438925283,8849.65253807839,23799.008112925152,10360.237760288264,79104.63025571776,713572.2357135415,normal
3761775,65,154,1928,63,250,34,30395.729758473044,8672.458301966148,39696.502291169665,10028.340421270055,85016.55870137611,634431.4614109191,bot
7415845,326,164,284,43,564,60,957914.6016696169,9810.304164402074,19757.278988819977,8345.25482204481,48537.97580045923,71880.13580870001,dos
8082755,69,449,1029,63,908,16,595296.0587782171,5283.739823523015,7005.92035605423,6740.1517576773485,69780.3940507209,500880.36148459755,portscan
8877680,121,181,151,50,1369,25,108067.00911646282,9224.649689341522,11652.430965566386,11579.297567518994,45726.42378562898,894753.1298585642,normal
9512702,109,238,1877,11,820,20,591958.420673837,4824.5541107656745,9170.35596994479,3535.7948876722567,13035.660924063319,822377.8665165701,portscan
3081428,316,136,139,21,714,50,232247.59495102908,444.1339520132307,48364.14390836756,526.4993548619157,30200.58293516976,64378.37287202075,normal
5371212,247,338,1935,59,1910,11,310682.0512819667,1462.0340569045575,45067.2053321171,15733.914974239382,27841.05237461486,750994.7193379345,bot
8551746,434,425,1262,1,471,15,801168.1883922744,3339.9273325695704,17327.403994688808,15711.84635858066,16603.54397660405,873816.3406942908,normal
7281605,744,419,1460,55,1910,51,885802.0188216129,108819.06047467151,13831.7385868699,11588.029830969841,24131.59970695149,243967.88285687033,ddos
5124895,268,265,691,39,1584,62,699823.8930655015,813.8068868821862,9130.156802650756,16601.766111052217,49851.39710992962,520981.8990609975,dos
5411363,103,186,524,27,121,19,932581.4822634418,3615.583588733629,8730.196766526795,10258.88949280764,42221.26964063624,885599.7900338066,portscan
3963835,431,39,1343,12,1349,53,905027.0638610639,9823.612233004298,1187.9272565076446,130.95108126228493,32916.41772548729,880622.8431451224,portscan
9763280,451,309,128,32,1954,9,551170.1198075161,7856.825194728131,32120.091172554952,2965.543272513431,90672.15188330018,412781.76338769647,normal
6493609,112,492,1281,2,1551,22,907846.6593897003,5720.000035438315,16579.88449740692,9191.379825767903,77870.90789817636,507166.58233080583,dos
8989238,321,166,312,61,780,54,544997.9511806841,617.7963549864656,9404.02056173679,17245.501460562074,251.95203433471258,106182.46145802356,normal
9466541,3288,390,1007,62,747,46,104273.99910734192,2194.314971639399,9232.42004315848,4511.642528513808,57036.17479408565,534344.6394457396,ddos
8824131,304,259,1622,33,120,29,829455.2793163437,1052.57183370022,43549.79484840804,680.8982053579892,69987.4269922604,861070.5611122668,dos
1193029,2752,142,847,22,138,62,131202.46452775996,49070.51668093205,42992.4285970136,8250.045636254728,5340.616384232621,172783.5373139005,ddos
8712098,62,203,206,54,86,58,315960.1338432465,6063.9728202474835,13608.718162141466,1334.4326802589944,11399.963238101385,458283.4299646793,normal
6555135,300,175,1079,31,129,7,379792.79623427097,1974.8819078499362,1698.0090583113883,11008.54656443706,27856.19783070018,643234.1811717838,normal
4068416,403,261,1604,19,251,50,807285.9401623713,511.60562750140116,8691.129611698288,1112.4246780009385,61383.459265422316,48568.63185257276,portscan
8068087,443,251,275,27,1885,4,83536.674672822,908.5741459348887,2875.693928969859,332.5461245204453,92312.33983492578,36555.14041474595,normal
1656771,136,328,1478,59,786,11,444941.46467307705,4268.006838916052,849.0324152584177,18864.959705829762,48585.277833385495,848970.2473035344,portscan
5681735,55,418,1662,7,1383,41,436715.8110637659,7731.292831233246,41097.815867339516,13305.91669367781,98230.17318278931,965056.8715481652,normal
6145365,108,199,1051,2,1836,53,582160.2395149943,8210.893397412105,40862.80777526163,2389.769648069664,93674.024173468,760763.3077480169,normal
